src_subject_id,rsfmri_c_ngd_ad_ngd_ad,rsfmri_c_ngd_cgc_ngd_ad,rsfmri_c_ngd_cgc_ngd_cgc,rsfmri_c_ngd_ca_ngd_ad,rsfmri_c_ngd_ca_ngd_cgc,rsfmri_c_ngd_ca_ngd_ca,rsfmri_c_ngd_dt_ngd_ad,rsfmri_c_ngd_dt_ngd_cgc,rsfmri_c_ngd_dt_ngd_ca,rsfmri_c_ngd_dt_ngd_dt,rsfmri_c_ngd_dla_ngd_ad,rsfmri_c_ngd_dla_ngd_cgc,rsfmri_c_ngd_dla_ngd_ca,rsfmri_c_ngd_dla_ngd_dt,rsfmri_c_ngd_dla_ngd_dla,rsfmri_c_ngd_fo_ngd_ad,rsfmri_c_ngd_fo_ngd_cgc,rsfmri_c_ngd_fo_ngd_ca,rsfmri_c_ngd_fo_ngd_dt,rsfmri_c_ngd_fo_ngd_dla,rsfmri_c_ngd_fo_ngd_fo,rsfmri_c_ngd_n_ngd_ad,rsfmri_c_ngd_n_ngd_cgc,rsfmri_c_ngd_n_ngd_ca,rsfmri_c_ngd_n_ngd_dt,rsfmri_c_ngd_n_ngd_dla,rsfmri_c_ngd_n_ngd_fo,rsfmri_c_ngd_n_ngd_n,rsfmri_c_ngd_rspltp_ngd_ad,rsfmri_c_ngd_rspltp_ngd_cgc,rsfmri_c_ngd_rspltp_ngd_ca,rsfmri_c_ngd_rspltp_ngd_dt,rsfmri_c_ngd_rspltp_ngd_dla,rsfmri_c_ngd_rspltp_ngd_fo,rsfmri_c_ngd_rspltp_ngd_n,rsfmri_c_ngd_rspltp_ngd_rspltp,rsfmri_c_ngd_sa_ngd_ad,rsfmri_c_ngd_sa_ngd_cgc,rsfmri_c_ngd_sa_ngd_ca,rsfmri_c_ngd_sa_ngd_dt,rsfmri_c_ngd_sa_ngd_dla,rsfmri_c_ngd_sa_ngd_fo,rsfmri_c_ngd_sa_ngd_n,rsfmri_c_ngd_sa_ngd_rspltp,rsfmri_c_ngd_sa_ngd_sa,rsfmri_c_ngd_smh_ngd_ad,rsfmri_c_ngd_smh_ngd_cgc,rsfmri_c_ngd_smh_ngd_ca,rsfmri_c_ngd_smh_ngd_dt,rsfmri_c_ngd_smh_ngd_dla,rsfmri_c_ngd_smh_ngd_fo,rsfmri_c_ngd_smh_ngd_n,rsfmri_c_ngd_smh_ngd_rspltp,rsfmri_c_ngd_smh_ngd_sa,rsfmri_c_ngd_smh_ngd_smh,rsfmri_c_ngd_smm_ngd_ad,rsfmri_c_ngd_smm_ngd_cgc,rsfmri_c_ngd_smm_ngd_ca,rsfmri_c_ngd_smm_ngd_dt,rsfmri_c_ngd_smm_ngd_dla,rsfmri_c_ngd_smm_ngd_fo,rsfmri_c_ngd_smm_ngd_n,rsfmri_c_ngd_smm_ngd_rspltp,rsfmri_c_ngd_smm_ngd_sa,rsfmri_c_ngd_smm_ngd_smh,rsfmri_c_ngd_smm_ngd_smm,rsfmri_c_ngd_vta_ngd_ad,rsfmri_c_ngd_vta_ngd_cgc,rsfmri_c_ngd_vta_ngd_ca,rsfmri_c_ngd_vta_ngd_dt,rsfmri_c_ngd_vta_ngd_dla,rsfmri_c_ngd_vta_ngd_fo,rsfmri_c_ngd_vta_ngd_n,rsfmri_c_ngd_vta_ngd_rspltp,rsfmri_c_ngd_vta_ngd_sa,rsfmri_c_ngd_vta_ngd_smh,rsfmri_c_ngd_vta_ngd_smm,rsfmri_c_ngd_vta_ngd_vta,rsfmri_c_ngd_vs_ngd_ad,rsfmri_c_ngd_vs_ngd_cgc,rsfmri_c_ngd_vs_ngd_ca,rsfmri_c_ngd_vs_ngd_dt,rsfmri_c_ngd_vs_ngd_dla,rsfmri_c_ngd_vs_ngd_fo,rsfmri_c_ngd_vs_ngd_n,rsfmri_c_ngd_vs_ngd_rspltp,rsfmri_c_ngd_vs_ngd_sa,rsfmri_c_ngd_vs_ngd_smh,rsfmri_c_ngd_vs_ngd_smm,rsfmri_c_ngd_vs_ngd_vta,rsfmri_c_ngd_vs_ngd_vs
NDAR_INV2K2KV0JW,0.21300413,0.06352105,0.16846238,0.0789302,-0.01034005,0.6835149,0.00180444,-0.07186487,-0.0199056,0.19284408,-0.0517451,0.06417972,-0.00069834,-0.08286157,0.18834502,-0.09806398,-0.03737065,-0.01673725,0.07118138,0.04212945,0.16940009,-0.00592461,-0.00953319,0.0290776,0.03904567,-0.01428201,0.00599202,0.03812763,0.02318706,-0.09792375,0.20424352,0.07759988,-0.02192328,-0.06952097,0.01831662,0.5099235,-0.04364679,0.05218858,0.08255622,0.07847356,-0.00349314,0.09953214,0.00628331,0.01874359,0.32573596,0.06555091,0.09912788,-0.03308971,-0.04793003,0.03064647,-0.0384458,-0.03032166,-0.02374722,-0.01260542,0.24158196,0.07421155,0.01554449,-0.13527157,-0.03569681,-0.04237478,-0.0630766,0.00411953,0.01449249,-0.15958947,0.10212778,0.50031883,0.0263505,-0.00726439,-0.07040619,0.10753361,-0.00616327,0.0537095,0.04239706,-0.09484886,0.02170151,-0.01502445,0.0130032,0.19690107,0.02835105,-0.0118225,-0.05420945,-0.12718991,-0.02663133,-0.15440932,-0.06937263,0.12164242,-0.07324866,-0.01615646,0.05730536,-0.14270958,0.43050054
NDAR_INV2K6WB3XJ,0.53133842,0.2709705,0.40565721,-0.10750048,-0.07850219,1.13292996,-0.18202848,-0.22211084,0.09585387,0.2950782,0.08050108,0.19108091,-0.16135377,-0.1764176,0.30072252,-0.16116351,-0.05538395,0.00965492,0.117089,0.04671107,0.26076596,-0.00535941,-0.04076607,-0.00960484,0.05930421,-0.03743016,0.02003089,0.03454969,-0.06143995,-0.14897735,0.09267917,0.09136125,-0.06293135,-0.03726047,0.04110148,0.62517514,-0.05740234,0.14528125,0.28603405,0.06341508,-0.03372995,0.100398,0.01429965,0.00507359,0.5984803,0.33759566,0.08410422,-0.23783773,-0.11871378,0.03737176,-0.13836977,-0.01279645,-0.06343847,-0.20757718,0.5222098,0.32689325,0.13411156,-0.32396197,-0.15152458,0.06720006,-0.1105258,-0.02492013,-0.10187267,-0.17097767,0.39400891,0.68248595,0.08585231,-0.00441556,-0.16273863,0.09614274,-0.03647406,-0.00636395,0.03447967,-0.03297886,-0.02850866,0.0784065,0.10039459,0.25257373,0.08798967,0.02617277,-0.08382899,-0.17772339,0.01188146,-0.17476395,-0.03265357,0.06464482,-0.11716195,0.07987042,0.1027603,-0.06964741,0.36811352
NDAR_INV2KJNX54B,0.21034251,0.13527577,0.26107128,0.00106679,0.03037671,1.11826328,-0.03107108,-0.12000519,0.01855066,0.30818388,-0.00256352,0.16671678,0.08512428,-0.20650868,0.46464501,-0.01355512,-0.02504175,0.15438303,0.0636888,0.01962605,0.29345302,0.00389894,-0.01706612,-0.04378628,0.07449551,-0.03004685,0.01441201,0.0405275,-0.04912835,-0.10974228,0.20383758,0.00288752,-0.00576387,-0.11762851,-0.01567794,0.53484622,0.00379231,0.16685374,0.02322171,-0.00637373,0.05965504,0.09156498,-0.00178231,-0.20507371,0.42465086,0.09794836,0.09119045,-0.04845211,-0.07408979,0.14022343,-0.0886713,0.01055609,-0.00160925,-0.04433023,0.26889464,0.1542847,0.09406174,-0.15721652,-0.08692082,0.02078237,-0.04761802,-0.00784825,-0.05132485,-0.05260309,0.09328928,0.38101603,0.00985524,-0.03349668,-0.22607134,0.18202649,-0.19878073,0.01688658,0.05597707,-0.17384921,-0.00257122,-0.0740621,0.03468184,0.36023228,-0.08325913,-0.07025581,-0.06818042,-0.24935466,-0.05397123,-0.16480431,-0.0929319,0.19537343,-0.09148826,-0.08882721,-0.0050959,-0.15098016,0.71272967
NDAR_INV2LXFHK41,0.34823527,0.15180755,0.31395836,0.02736193,-0.02771798,0.98802765,-0.05901478,-0.17311763,0.03801231,0.28134525,-0.03712044,0.17821706,-0.15158121,-0.22752977,0.43306175,0.05752967,-0.00574028,0.09124149,0.06935665,-0.02995893,0.18826565,,,,,,,,-0.11481608,-0.19116646,0.21986947,0.15718904,-0.11146603,-0.09344632,,0.63706166,0.03662663,0.15879971,0.17747451,-0.0048873,0.01304966,0.05129517,,-0.09051966,0.39345955,0.02042879,0.05446241,-0.22942529,-0.03071414,0.08230768,-0.0553879,,-0.07735807,-0.09388216,0.27873725,0.15001334,0.15192661,-0.05075143,-0.16540233,0.08329796,-0.02364569,,-0.10846306,-0.00016243,0.07671406,0.53978768,0.05423974,-0.04573977,-0.05627877,0.1399773,-0.14677916,0.08214856,,-0.14114716,0.11898331,0.00702797,-0.05849637,0.34244868,-0.08455385,-0.06247988,0.16465531,-0.1264179,0.01611467,-0.1456371,,0.18152082,-0.0215335,-0.08056092,0.04935815,-0.15285149,0.4805306
NDAR_INV2MH3HPHP,0.46323561,0.17307762,0.27149138,0.12642488,0.11464077,0.8738345,-0.08684643,-0.11427643,0.01559923,0.22530681,-0.03133155,0.0931003,-0.02866948,-0.14546164,0.22128796,-0.1156676,-0.072242,0.01555026,0.07478478,0.02352542,0.22902842,-0.00854909,-0.00940283,0.01517081,0.04491321,-0.04067251,0.01693551,0.04515642,-0.02159033,-0.08325124,0.20499834,0.11682091,-0.08107562,0.03117809,0.01809027,0.65719921,0.00431038,0.14258805,0.35079327,0.09913022,-0.0458894,0.07712878,0.05328283,0.10563827,0.5774608,0.29766014,0.12623198,-0.03771319,-0.109786,0.03201679,-0.14408594,-0.01528693,-0.10741512,-0.14387701,0.45991435,0.3388771,0.18677151,0.00739216,-0.11979116,0.00230624,-0.10963568,-0.00992691,-0.03663529,-0.04913469,0.26377082,0.58446487,-0.00190573,0.00910379,-0.07110232,0.0705933,-0.05564526,0.02036025,0.04616311,-0.07820039,0.02044802,-0.02024987,-0.02791017,0.18126392,0.12277286,0.04125303,0.02815486,-0.19482518,0.04720089,-0.18252007,-0.0601585,-0.0449314,-0.16403482,0.14100508,0.10998,-0.09436662,0.41583493
NDAR_INV2MKXWKGF,0.31738518,0.21800715,0.35057833,0.00502402,-0.0436779,0.8582842,-0.11613231,-0.23664115,-0.02763115,0.50994552,-0.05251299,0.05550459,0.00829482,-0.1919059,0.34127819,-0.07271698,-0.12332168,-0.01480258,0.17061056,0.07500506,0.28316781,-0.03704116,-0.0739335,-0.00603363,0.13265164,-0.0554892,0.05613966,0.05182491,-0.12136991,-0.13002778,0.33299443,0.0939938,0.01956638,0.0011336,0.02240565,0.55036838,0.01793284,-0.03180936,0.03712521,0.27723073,-0.17047622,0.07496253,0.10687909,0.0363146,0.47156725,0.08172755,0.10015594,-0.07834014,-0.014726,0.0100026,0.01056816,-0.00363995,-0.07156891,-0.00886269,0.17507802,0.27498894,0.2555943,-0.03803617,-0.25283134,-0.02857829,-0.18741796,-0.10797642,-0.20057201,-0.14452761,0.01084654,0.79698675,0.06553763,0.03471431,-0.16654719,0.14133819,-0.0956798,0.04955728,0.04961795,-0.14271224,0.15915048,0.04690876,-0.01568945,0.21493507,0.01973045,0.06365028,0.18206981,-0.38824605,0.04008064,-0.29108441,-0.10871243,0.05233624,-0.29386178,-0.13020565,0.20959138,-0.23183562,0.82191336
NDAR_INV2MMLMDG6,0.24905066,0.0955601,0.21770841,-0.01768064,0.1203834,1.23896155,-0.07568814,-0.0967957,-0.02028702,0.29442222,-0.06476584,0.02074448,0.06030465,-0.15607681,0.26734586,-0.03760075,-0.02937555,0.01604078,0.03919294,0.02437026,0.22096054,-0.02521957,-0.01187288,-0.03435708,0.04576643,-0.02329899,0.02492656,0.04518521,0.05895489,-0.0357974,0.06463475,0.00570329,-0.08033365,0.01255807,-0.00593886,0.47744358,-0.01030856,0.07112481,0.27908413,0.06122684,-0.02982196,0.14081338,0.00027268,0.04857049,0.45802488,0.05565691,0.08641857,0.00065924,-0.09365034,0.04193654,-0.08706883,-0.00616131,-0.01859841,-0.13915865,0.19556475,0.16743631,0.04510512,-0.01688249,-0.04974987,-0.08506297,-0.12937405,-0.04083863,0.05864086,-0.07712271,0.07870961,0.60948365,0.03877161,0.03152648,-0.06827339,-0.03776275,-0.0113097,-0.00654849,0.00423167,-0.07625851,0.03348559,-0.01808584,-0.02381107,0.15192239,0.03066407,0.00583161,0.02835253,-0.16930769,0.05771866,-0.06757495,-0.05210482,0.09440522,-0.02351654,0.01847696,0.05206271,0.00861437,0.23316778
NDAR_INV2NGBYVBP,0.28566741,0.14837047,0.29096442,-0.02301404,-0.00077732,0.64334571,-0.0153777,-0.08402145,0.02432529,0.24282501,-0.03265091,0.10205004,-0.0783187,-0.11050134,0.33722902,-0.00777117,0.02004419,-0.00067595,0.03352483,0.13546899,0.24909759,0.00266534,-0.04248684,-0.01576967,0.06060708,-0.03071772,0.01204677,0.04419452,-0.05292072,-0.0989459,0.09697268,0.03011176,0.00759568,-0.12588233,0.01891964,0.42458755,0.03444986,0.10426758,0.15892257,0.03468859,0.03599427,0.1419809,0.00328284,-0.05705145,0.21071371,0.17270939,0.11855127,-0.09441356,-0.06954349,0.04458148,-0.06569492,-0.03291267,-0.05328562,-0.09032962,0.35963253,0.19594372,0.11428752,-0.00339175,-0.04190486,-0.05589096,-0.037038,-0.01346731,-0.07541247,-0.02762249,0.13616614,0.50688838,0.10472218,0.06540501,-0.09425013,0.06938888,-0.08715749,-0.00931018,0.00998887,-0.07401395,0.00872117,0.00890443,0.05431099,0.17938854,-0.06837955,-0.08244907,0.07044034,-0.17676127,-0.10069369,-0.19291726,-0.04927868,0.10446774,-0.1416051,-0.01576594,-0.02960738,-0.06224021,0.42827928
NDAR_INV2NT59PWC,0.24057704,0.1793797,0.21946905,-0.05820907,0.03317412,1.06544045,0.05586868,0.00087684,-0.17845139,0.22023663,-0.01104456,0.04223011,0.12903269,-0.06019431,0.19314796,-0.00392819,-0.00738863,-0.05783777,0.06620148,0.06670723,0.163837,0.02699495,-0.01855162,-0.09476842,0.06173047,-0.04794585,0.00739484,0.06426746,0.03738607,-0.04828633,0.14967936,0.07777966,-0.02102872,-0.05999997,0.07599559,0.51964371,0.12578401,0.16260958,-0.06789227,0.12162073,-0.05138959,0.06030294,0.00950826,-0.02698654,0.46228548,0.05511926,0.07862279,0.07439474,-0.07938039,0.05161032,-0.05380137,-0.030097,-0.03099811,-0.01034682,0.1618355,0.07994272,0.12411617,0.02015226,-0.0614346,0.1017396,-0.01092454,-0.0465163,-0.093969,-0.02460292,0.10610832,0.21144716,0.08680176,0.06297887,-0.21677637,0.12685167,-0.05574341,0.04292068,0.03977383,-0.01843258,0.10433625,-0.07497543,0.01718399,0.22299015,-0.03879671,-0.02606466,0.18893196,-0.16127964,0.03167907,-0.11816238,-0.06647755,0.00181388,-0.14403009,0.0159395,0.01001927,-0.08012466,0.40072795
NDAR_INV2NVAXBZL,0.35912842,0.13266504,0.31367339,-0.02032788,0.20391284,0.92352012,-0.13962272,-0.18900994,-0.1309647,0.29451888,-0.02942142,0.08365809,0.04810309,-0.15070123,0.21599018,-0.20472501,-0.13080722,0.01465838,0.12722011,0.06291811,0.39995613,-0.04680487,-0.03578081,-0.00614149,0.05201062,-0.0314985,0.06413005,0.03589284,0.03220585,-0.00782183,0.17823487,0.09005045,-0.04760106,-0.09095543,0.00081196,0.62263505,-0.06024415,0.11065452,0.17197298,0.09086552,-0.0626972,0.05744391,0.03412777,0.08279505,0.3940055,0.26647461,0.07220239,-0.05611016,-0.16049539,0.00343833,-0.25536638,-0.06592114,0.07047454,-0.10070395,0.45304521,0.36056626,0.04392422,-0.16952948,-0.14463204,-0.0388078,-0.27959904,-0.06467312,0.02037782,-0.14568124,0.50118456,0.90183857,0.04875194,-0.02276031,-0.18389865,0.06277849,-0.06369313,-0.02709176,0.00993886,-0.09930558,0.03738234,-0.00720711,0.05007379,0.20508964,0.13661026,0.08767669,0.16675498,-0.16419039,-0.00366848,-0.22599281,-0.04431583,0.13715898,-0.04970645,0.16929725,0.17226635,-0.10722762,0.38170463
NDAR_INV2NVERUP6,0.22526543,0.11144279,0.26571307,-0.04581265,0.04692756,0.65150251,-0.04042082,-0.04230581,0.01561834,0.17746467,-0.03741876,0.06993614,0.08106425,-0.02544355,0.1546532,-0.05164178,-0.03526826,0.01459894,0.06833579,0.07670423,0.20644749,-0.00791524,-0.02038482,-0.02135894,0.01281239,-0.0165479,0.00255408,0.00824382,0.0163255,-0.0413235,0.0721314,0.03566121,-0.09261576,-0.08402,0.02659053,0.38379079,0.01887136,0.12987104,0.15069331,0.09112625,0.03682684,0.12143707,-0.0204297,-0.06489059,0.30410522,0.12046016,0.09788581,-0.0542799,-0.09301514,0.03616905,-0.08924827,-0.0248694,0.02546023,-0.03323802,0.42137879,0.16123756,0.07726351,-0.15159792,-0.03178112,-0.01596913,-0.00716131,0.00225167,0.02122304,-0.02928771,0.12484455,0.40583482,0.02247539,0.00702089,-0.14331737,0.05727233,-0.02480624,-0.02830118,0.00944782,-0.0576687,-0.01390005,-0.01607707,-0.00163909,0.16900679,-0.04780455,-0.08895322,-0.00984578,-0.08576048,-0.01627852,-0.05247775,-0.00043888,0.038285,-0.10822496,-0.02549648,-0.03532238,-0.04624509,0.19195335
NDAR_INV2NZV8ELL,0.32322209,0.18794191,0.28654611,-0.07060453,-0.11399486,0.87500308,-0.13020189,-0.18164302,0.09038077,0.30854476,0.03506835,0.15065004,-0.05707717,-0.24255156,0.37580076,-0.10746896,-0.078849,0.03003748,0.08105315,-0.00517608,0.2074003,-0.04035758,-0.06399745,0.03812157,0.11276325,-0.10752137,0.01231742,0.07244847,-0.04978881,-0.09808331,0.30380217,-0.03857269,0.11517691,-0.06348617,0.03599166,0.63461994,-0.10286016,-0.02501198,0.08156849,0.08721085,-0.02179999,0.16530635,0.01751004,-0.03336367,0.32151411,0.10177224,0.06529865,-0.0715709,-0.04529556,0.06070187,-0.06346044,-0.02464413,-0.05247774,-0.08695548,0.28857219,0.29519943,0.19021119,-0.15412826,-0.1184047,0.02674447,-0.07356591,-0.06083292,-0.13591433,-0.10255921,0.14402022,0.85132436,-0.00936337,-0.07640314,-0.05201208,0.18043897,-0.16732808,0.02138139,0.07665685,-0.10662319,0.00075799,-0.00642376,-0.04068026,0.22809793,0.04060754,0.07350026,0.02471391,-0.20309635,0.14533699,-0.16996641,-0.0613466,0.20953275,-0.12992105,-0.0260948,0.00275347,-0.12349999,0.42522628
NDAR_INV2P5R504F,0.33144568,0.22911211,0.29548715,0.03987948,0.07809411,0.89668854,-0.07417661,-0.10130636,-0.03192154,0.1873688,0.02586119,0.09928159,0.0236681,-0.0699472,0.17547984,-0.11957637,-0.07956979,-0.03444231,0.08584303,0.03181594,0.27359701,-0.00695956,-0.03470935,0.01007017,0.05198637,-0.05067259,-0.01554964,0.06294894,-0.01202176,-0.05162742,0.34101911,0.01410622,0.02373001,-0.05717367,0.0566885,0.58854808,0.08547365,0.19699352,0.14472789,-0.04247252,0.0541839,0.06365425,-0.03488715,0.00248351,0.31699421,0.19199323,0.18748748,-0.02191947,-0.07193737,0.11497115,-0.09836064,-0.04926413,-0.0718447,-0.00565017,0.34872129,0.18303786,0.12381519,0.00603023,-0.05758707,0.06037003,-0.11759397,-0.03275185,-0.00514523,-0.08986847,0.28378299,0.34310903,0.05144897,0.01370941,-0.10421346,0.13265781,-0.02987825,0.0013129,0.0134471,-0.07140099,-0.01118593,0.03384674,0.03284283,0.27651418,-0.00431957,0.0147296,0.12012012,-0.14695237,-0.00795515,-0.14190062,-0.00631297,0.15514094,0.03153571,-0.05762488,-0.01684822,-0.14586296,0.44413032
NDAR_INV2RJ8ZRGL,0.26535593,0.08738024,0.25343604,-0.091191,-0.05980252,0.52370085,-0.02684332,-0.12914196,0.03478113,0.31937975,-0.05435083,0.10714864,0.00569331,-0.09587149,0.25697525,-0.06828388,-0.04108562,0.17015061,0.06149933,0.07758236,0.29699488,-0.00611785,-0.01154353,0.01960036,-0.01274975,0.00135001,0.05015799,0.05951763,0.0259278,-0.06973899,0.17155521,0.0507959,-0.09830824,-0.02902262,0.0402565,0.55134048,0.0399575,0.03952045,0.00476062,0.14591558,-0.05664442,0.07477959,-0.00664762,-0.07854494,0.31913848,0.12705127,0.02523206,-0.20778269,-0.05293856,0.00317061,-0.20176227,-0.06389842,-0.07895079,-0.10455817,0.39254921,0.25901768,0.03486561,-0.0997396,-0.05686248,-0.12697923,-0.13283745,-0.0358921,-0.04132192,-0.070419,0.29020534,0.59973485,0.1084941,0.09748365,-0.11201092,0.02673477,-0.01502689,0.0002211,-0.01579241,-0.08504386,0.16929898,-0.00719154,0.0102977,0.25002116,0.01491045,-0.00128349,-0.05031105,-0.23157849,-0.07526114,-0.18493368,-0.04107585,0.08706677,-0.1426287,0.10899412,0.1198973,-0.07179336,0.5113269
NDAR_INV2T7FRKV1,0.26570614,0.15347728,0.36603607,-0.01328173,0.14670908,0.80363769,-0.03317824,-0.16687118,-0.00907566,0.26593482,-0.05153019,0.17717503,0.09920808,-0.19121875,0.35513005,-0.00792907,0.02705107,0.01602889,0.07913381,0.00418399,0.17291177,0.02283425,-0.04668822,-0.07822222,0.04761444,-0.081578,0.01916793,0.07579564,-0.03458972,-0.11068823,0.07614167,-0.04173776,0.05606607,-0.2188868,-0.03158736,0.77105185,0.0693008,0.09838807,0.14535474,0.14032628,-0.05842748,0.1479388,0.00887587,-0.21270019,0.30653651,0.07115795,0.08856214,-0.09541057,-0.08665714,0.07529093,-0.04351884,0.00850176,0.00720958,-0.05294377,0.20366753,0.16536137,-0.00622128,-0.07575915,0.00355078,-0.09919325,-0.05012121,0.0092174,0.0880411,-0.05586583,-0.02337162,0.79865193,0.08124239,-0.01097469,-0.12836593,0.0422168,-0.13833969,0.04293516,0.0568349,-0.09717159,0.06633491,0.01397856,0.08324676,0.2308625,-0.1078769,0.01396909,0.08011849,-0.21738869,0.15127957,-0.18825404,-0.09481871,0.28681702,-0.17882513,-0.02213598,-0.02157995,-0.14036614,0.57820068
NDAR_INV2TRERCDA,0.30401487,0.14753903,0.21160184,0.01344105,-0.00203239,0.66961767,-0.02653546,-0.11267155,0.01641599,0.25774336,-0.02473899,0.055445,-0.11004337,-0.10360319,0.1973735,-0.02009147,-0.01630264,-0.04675054,0.07407857,0.03775845,0.11951309,-0.01708089,-0.02380082,-0.01587379,0.05252642,-0.02372813,0.02418722,0.04518006,-0.03471616,-0.11133309,0.09039104,0.12505593,-0.03605521,-0.02126988,0.01715417,0.3496721,0.0690615,0.02230273,0.07935531,0.19775026,-0.10725232,0.09093068,0.05433007,0.0790152,0.38180122,0.19769072,0.0913246,-0.14971851,-0.11515778,0.09403341,-0.05690135,-0.05221088,-0.05217523,-0.13741804,0.4748572,0.25611913,0.20216818,-0.15185193,-0.22167021,0.10334324,-0.08168577,-0.06937913,-0.11111762,-0.13881186,0.37434839,0.79147265,0.05909683,-0.01592429,-0.10670704,0.12759673,-0.04289856,0.04236092,0.03739168,-0.00372188,0.13936607,-0.03224848,-0.04225258,0.21229298,-0.06252273,-0.05602275,0.06612874,-0.10105377,-0.02843468,-0.06827978,-0.05258321,0.03027436,-0.11656951,-0.01779242,0.04914332,-0.07849494,0.33041516
NDAR_INV2U59DP6L,0.31689585,0.19114807,0.3912116,-0.08239903,-0.17310569,0.74611002,-0.12097756,-0.19913593,0.14909365,0.34620273,-0.09771171,0.0668508,-0.09503593,-0.14796205,0.35786379,-0.11498986,-0.09349723,-0.04811858,0.07183224,0.10719426,0.23913671,-0.0100095,-0.03375854,0.02585648,0.05121222,-0.01772731,0.02859306,0.02544087,-0.11813518,-0.22152281,0.41959537,0.09640452,0.05662353,-0.042093,0.00019997,0.69932399,0.03431555,-0.02113156,0.06956538,0.2641957,-0.22877693,0.05082124,0.0205176,-0.08599349,0.45895738,0.03275287,0.07754802,-0.0937796,-0.03792292,0.09011616,-0.03554475,-0.0009622,-0.01524128,-0.08015738,0.25470684,0.31878894,0.16437281,-0.136215,-0.15710512,-0.09815032,-0.13809274,-0.03985976,-0.12766293,-0.00271025,-0.01572948,0.6188897,-0.03361281,-0.0944313,0.05003442,0.21360069,-0.2134403,0.01758368,0.04376201,-0.05902012,0.22181845,-0.08282456,-0.07896536,0.2999197,0.07117822,0.09129538,3.733e-05,-0.28108179,0.00854952,-0.16681655,-0.074565,0.01152662,-0.1902698,-0.0864723,0.19713685,-0.15745758,0.57497543
NDAR_INV2V8997BF,0.29211907,0.1224921,0.27274529,-0.09042327,0.03398452,0.72423575,-0.0887291,-0.16512599,0.01452568,0.29012767,-0.02595342,0.16039022,-0.00344219,-0.23128844,0.34661895,-0.06465774,0.00551395,0.01253512,0.01588187,0.05170357,0.25385799,-0.00478085,-0.05646331,-0.01044993,0.08272287,-0.08593716,0.00226819,0.04388515,-0.02579979,-0.02655929,-0.02792469,0.01144336,0.07100061,-0.11353978,-0.01547386,0.57445894,-0.03281311,0.08948022,0.0535446,0.06998789,-0.0142582,0.16069864,0.00119313,-0.0637558,0.42146172,0.14024991,0.13251229,-0.08425035,-0.10569764,0.06476074,-0.07344437,-0.02422594,-0.0178302,-0.06536464,0.28311647,0.2661488,0.07682197,-0.05201796,-0.11826846,-0.05848092,-0.0973615,-0.02896759,-0.0697822,-0.13629353,0.05306914,0.84201417,-0.04114823,-0.07857273,-0.02458157,0.11596704,-0.1085766,0.0434243,0.03992074,-0.13997461,0.07413835,-0.05115046,-0.08723519,0.25270348,-0.08766989,-0.0081224,0.07540105,-0.16210217,0.11628353,-0.14782079,-0.07507704,0.17022385,-0.13620505,-0.0465606,0.02795714,-0.09210952,0.54678417
NDAR_INV2VJF8M3C,0.28191358,0.19246748,0.38348817,-0.02504218,0.09758342,0.88758988,-0.06342818,-0.12471494,0.04334899,0.29312401,0.02942608,0.17814505,0.05501335,-0.16841368,0.28076646,-0.00530313,0.09127154,0.07391285,0.04966149,0.11853712,0.23761454,-0.02280727,-0.06406511,-0.01327299,0.10512093,-0.06588093,0.00807026,0.07396631,-0.05215878,-0.19883443,0.15673974,0.18048752,-0.11976456,-0.09239616,0.08209395,0.62828857,-0.04960057,0.11612856,0.1154711,0.08436667,0.02372669,0.1840979,0.01930783,-0.13880774,0.33075466,0.14854883,0.1599026,0.01345633,-0.00182864,0.07539008,0.06648723,0.00947708,-0.08145882,0.04160392,0.29369446,0.28375923,0.13217329,0.0239885,-0.07690464,-0.02668963,-0.04431075,-0.02652677,-0.05200368,-0.07756977,0.09102273,0.56812846,0.04212784,0.0220261,-0.06145781,0.0883174,-0.08881708,-0.01665886,0.04348239,-0.09353005,0.01858327,0.0262131,0.01356858,0.23179618,-0.10124923,-0.15333902,-0.04176259,-0.18266584,-0.00915466,-0.18056878,-0.09320107,0.00149817,-0.12013555,-0.18027664,-0.01670443,-0.11415608,0.56304618
